snake_name,scientific_name,toxicity,size
Green Keelback,Rhabdophis plumbicolor,venomous 💀💀💀 dangerous bite,Length: 7.5 to 95.0 cm
Blueneck Keelback,Rhabdophis rhodomelas,venomous 💀💀💀 dangerous bite,Length: up to 77.0 cm
Adler's Keelback,Rhabdophis adleri,venomous 💀💀💀 dangerous bite,Length: up to 93.0 cm
Angel's Keelback,Rhabdophis angeli,venomous 💀💀💀 dangerous bite,Length: up to 45.0 cm
Barbour's Keelback,Rhabdophis barbouri,venomous 💀💀💀 dangerous bite,Length: up to 68.0 cm
Bavi Keelback,Rhabdophis callichroma,venomous 💀💀💀 dangerous bite,Length: up to 80.0 cm
Boettger’s Keelback,Rhabdophis callistus,venomous 💀💀💀 dangerous bite,Length: unknown
Sahul Keelback,Rhabdophis chrysargoides,venomous 💀💀💀 dangerous bite,Length: up to 71.0 cm
Specklebelly Keelback,Rhabdophis chrysargos,venomous 💀💀💀 dangerous bite,Length: 15.0 to 95.0 cm
Red Bellied Keelback,Rhabdophis conspicillatus,venomous 💀💀💀 dangerous bite,Length: up to 52.0 cm
Orange Collared Keelback,Rhabdophis himalayanus,venomous 💀💀💀 dangerous bite,Length: up to 135.0 cm
Leonard's Keelback,Rhabdophis leonardi,venomous 💀💀💀 dangerous bite,Length: up to 70.0 cm
Striped Keelback,Rhabdophis lineatus,venomous 💀💀💀 dangerous bite,Length: up to 90.0 cm
Muruden Keelback,Rhabdophis murudensis,venomous 💀💀💀 dangerous bite,Length: up to 93.0 cm
Black Striped Keelback,Rhabdophis nigrocinctus,venomous 💀💀💀 dangerous bite,Length: up to 95.0 cm
Hubei Keelback,Rhabdophis nuchalis,venomous 💀💀💀 dangerous bite,Length: up to 85.0 cm
Boie's Keelback,Rhabdophis spilogaster,venomous 💀💀💀 dangerous bite,Length: up to 85.0 cm
Red Necked Keelback,Rhabdophis subminiatus,venomous 💀💀💀 dangerous bite,Length: 13.0 to 130.0 cm
Swinhoe's Grass Snake,Rhabdophis swinhonis,venomous 💀💀💀 dangerous bite,Length: up to 75.0 cm
Tiger Keelback,Rhabdophis tigrinus,venomous 💀💀💀 dangerous bite,Length: 16.0 to 170.0 cm
Singalang Keelback,Rhabdophis akraios,venomous 💀💀💀 dangerous bite,Length: unknown
Guangdong Keelback,Rhabdophis guangdongensis,venomous 💀💀💀 dangerous bite,Length: unknown
Jiulong Keelback,Rhabdophis pentasupralabialis,venomous 💀💀💀 dangerous bite,Length: unknown
Olive Trapezoid Snake,Rhabdops olivaceus,unclear toxicity ??? unclear dangerousness,Length: up to 78.0 cm
Water Rhabdops,Rhabdops aquaticus,unclear toxicity ??? unclear dangerousness,Length: unknown
Brazilian Bird Snake,Rhachidelus brazili,unclear toxicity ??? unclear dangerousness,Length: up to 160.0 cm
Oaxacan Graceful Brown Snake,Rhadinaea bogertorum,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Thick Graceful Brown Snake,Rhadinaea calligaster,unclear toxicity ??? unclear dangerousness,Length: up to 51.0 cm
Veracruz Graceful Brown Snake,Rhadinaea cuneata,unclear toxicity ??? unclear dangerousness,Length: up to 52.0 cm
Adorned Graceful Brown Snake,Rhadinaea decorata,unclear toxicity ??? unclear dangerousness,Length: up to 48.0 cm
Pine Woods Snake,Rhadinaea flavilata,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Forbes' Graceful Brown Snake,Rhadinaea forbesi,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Ribbon Graceful Brown Snake,Rhadinaea fulvivittis,unclear toxicity ??? unclear dangerousness,Length: unknown
Gaige's Pine Forest Snake,Rhadinaea gaigeae,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
Western Graceful Brown Snake,Rhadinaea hesperia,unclear toxicity ??? unclear dangerousness,Length: up to 59.0 cm
Crowned Graceful Brown Snake,Rhadinaea laureata,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
MacDougall's Graceful Brown Snake,Rhadinaea macdougalli,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Marcella's Graceful Brown Snake,Rhadinaea marcellae,unclear toxicity ??? unclear dangerousness,Length: up to 36.0 cm
Nuevo Leon Graceful Brown Snake,Rhadinaea montana,unclear toxicity ??? unclear dangerousness,Length: up to 58.0 cm
Myers' Graceful Brown Snake,Rhadinaea myersi,unclear toxicity ??? unclear dangerousness,Length: up to 39.0 cm
Guerreran Pine Woods Snake,Rhadinaea omiltemana,unclear toxicity ??? unclear dangerousness,Length: up to 57.0 cm
Common Graceful Brown Snake,Rhadinaea pulveriventris,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Pueblan Graceful Brown Snake,Rhadinaea quinquelineata,unclear toxicity ??? unclear dangerousness,Length: up to 44.0 cm
Sargent's Graceful Brown Snake,Rhadinaea sargenti,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Pine Oak Snake,Rhadinaea taeniata,unclear toxicity ??? unclear dangerousness,Length: up to 88.0 cm
Vermiculate Graceful Brown Snake,Rhadinaea vermiculaticeps,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Reclusive Forest Snake,Rhadinella anachoreta,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Godman's Graceful Brown Snake,Rhadinella godmani,unclear toxicity ??? unclear dangerousness,Length: up to 57.0 cm
Hannstein's Spot Lipped Snake,Rhadinella hannsteini,unclear toxicity ??? unclear dangerousness,Length: up to 33.0 cm
Hempstead's Pine Woods Snake,Rhadinella hempsteadae,unclear toxicity ??? unclear dangerousness,Length: up to 59.0 cm
Kanalchutchan Dwarf Brown Snake,Rhadinella kanalchutchan,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Kinkelin Graceful Brown Snake,Rhadinella kinkelini,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Tearful Pine Oak Snake,Rhadinella lachrymans,unclear toxicity ??? unclear dangerousness,Length: up to 49.0 cm
Monte Cristi Graceful Brown Snake,Rhadinella montecristi,unclear toxicity ??? unclear dangerousness,Length: up to 56.0 cm
Solid Striped Dwarf Brown Snake,Rhadinella pegosalyta,unclear toxicity ??? unclear dangerousness,Length: up to 36.0 cm
Stuart's Graceful Brown Snake,Rhadinella pilonaorum,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Posada's Graceful Brown Snake,Rhadinella posadasi,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Saslaya Mountains Dwarf Brown Snake,Rhadinella rogerromani,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Brokencollar Graceful Brown Snake,Rhadinella schistosa,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Striped Litter Snake,Rhadinella serperaster,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Atlántida Dwarf Brown Snake,Rhadinella tolpanorum,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Stadelman's Pine Woods Snake,Rhadinella stadelmani,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Donaji’s Slender Leaflitter Snake,Rhadinella donaji,unclear toxicity ??? unclear dangerousness,Length: unknown
Guerrero Slender Leaf Litter Snake,Rhadinella dysmica,unclear toxicity ??? unclear dangerousness,Length: unknown
Lisy's Snake,Rhadinella lisyae,unclear toxicity ??? unclear dangerousness,Length: unknown
Graceful Mountain Snake,Rhadinophanes monticola,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
Large Eyed Green Treesnake,Rhamnophis aethiopissa,unclear toxicity ??? unclear dangerousness,Length: 30.0 to 150.0 cm
Spotted Dagger Tooth Tree Snake,Rhamnophis batesii,unclear toxicity ??? unclear dangerousness,Length: up to 180.0 cm
Rufous Beaked Snake,Rhamphiophis oxyrhynchus,venomous 💀💀 harmful bite,Length: up to 158.5 cm
Rufous Beaked Snake,Rhamphiophis rostratus,venomous 💀💀 harmful bite,Length: unknown
Red Beaked Snake,Rhamphiophis rubropunctatus,venomous 💀💀 harmful bite,Length: up to 248.0 cm
False Tree Coral,Rhinobothryum bovallii,unclear toxicity ??? unclear dangerousness,Length: up to 141.0 cm
Amazon Banded Snake,Rhinobothryum lentiginosum,unclear toxicity ??? unclear dangerousness,Length: up to 150.0 cm
Western Long Nosed Snake,Rhinocheilus lecontei,unclear toxicity ??? unclear dangerousness,Length: 25.0 to 125.0 cm
Mexican Long Nosed Snake,Rhinocheilus antonii,unclear toxicity ??? unclear dangerousness,Length: unknown
Isla Cerralvo Long Nosed Snake,Rhinocheilus etheridgei,unclear toxicity ??? unclear dangerousness,Length: unknown
Big Blind Snake,Rhinoguinea magna,non-venomous ---,Length: unknown
Villiers' Blind Snake,Rhinoleptus koniagui,non-venomous ---,Length: unknown
Large Shield Snake,Rhinophis saffragamus,non-venomous ---,Length: up to 50.0 cm
Blyth's Earth Snake,Rhinophis blythii,non-venomous ---,Length: up to 37.0 cm
Polka Dot Earth Snake,Rhinophis dorsimaculatus,non-venomous ---,Length: up to 41.5 cm
Drummond Hay's Earth Snake,Rhinophis drummondhayi,non-venomous ---,Length: unknown
Eranga Viraj's Shieldtail,Rhinophis erangaviraji,non-venomous ---,Length: unknown
Cardamom Hills Earth Snake,Rhinophis fergusonianus,non-venomous ---,Length: unknown
Trevelyan's Earth Snake,Rhinophis homolepis,non-venomous ---,Length: unknown
Striped Earth Snake,Rhinophis lineatus,non-venomous ---,Length: unknown
Schneider's Earth Snake,Rhinophis oxyrhynchus,non-venomous ---,Length: unknown
Peter's Earth Snake,Rhinophis philippinus,non-venomous ---,Length: unknown
Willey's Earth Snake,Rhinophis porrectus,non-venomous ---,Length: unknown
Müller's Earth Snake,Rhinophis punctatus,non-venomous ---,Length: unknown
Salty Earth Snake,Rhinophis sanguineus,non-venomous ---,Length: up to 33.0 cm
Travancore Shieldtail,Rhinophis travancoricus,non-venomous ---,Length: up to 17.0 cm
Three Colored Nose Snake,Rhinophis tricoloratus,non-venomous ---,Length: up to 25.8 cm
Zigzag Shieldtail,Rhinophis zigzag,non-venomous ---,Length: up to 33.8 cm
Gray's Earth Snake,Rhinophis melanogaster,non-venomous ---,Length: up to 27.0 cm
Phillips' Earth Snake,Rhinophis phillipsi,non-venomous ---,Length: up to 22.2 cm
Eastern Ghats Snake,Rhinophis goweri,non-venomous ---,Length: up to 27.0 cm
Roshan Perera's Shieldtail,Rhinophis roshanpererai,non-venomous ---,Length: unknown
Square Nosed Snake,Rhinoplocephalus bicolor,venomous 💀💀💀💀 very dangerous bite,Length: up to 45.0 cm
Somali Blind Snake,Rhinotyphlops ataeniatus,non-venomous ---,Length: unknown
Scortecci’s Blind Snake,Rhinotyphlops scortecci,non-venomous ---,Length: unknown
Kenya Beaked Snake,Rhinotyphlops unitaeniatus,non-venomous ---,Length: unknown
Boyle's Beaked Blind Snake,Rhinotyphlops boylei,non-venomous ---,Length: unknown
Lalande's Blind Snake,Rhinotyphlops lalandei,non-venomous ---,Length: up to 25.0 cm
White Headed Beaked Snake,Rhinotyphlops leucocephalus,non-venomous ---,Length: unknown
Schinz's Beaked Blind Snake,Rhinotyphlops schinzi,non-venomous ---,Length: unknown
Aden Kukri Snake,Rhynchocalamus arabicus,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Palestine Kukri Snake,Rhynchocalamus melanocephalus,unclear toxicity ??? unclear dangerousness,Length: up to 46.0 cm
Leviton's Leaf Nose Snake,Rhynchocalamus levitoni,unclear toxicity ??? unclear dangerousness,Length: unknown
Dayan’s Kukri Snake,Rhynchocalamus dayanae,unclear toxicity ??? unclear dangerousness,Length: unknown
Palestine Kukri Snake,Rhynchocalamus satunini,unclear toxicity ??? unclear dangerousness,Length: unknown
Santo Inácio Sharp Nosed Snake,Rodriguesophis chui,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Gomes' Pampas Snake,Rodriguesophis iglesiasi,unclear toxicity ??? unclear dangerousness,Length: up to 105.0 cm
Ibiraba Sharp Nosed Snake,Rodriguesophis scriptorcibatus,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Solomons Coral Snake,Salomonelaps par,unclear toxicity ??? unclear dangerousness,Length: up to 120.0 cm
Baird's Patchnose Snake,Salvadora bairdi,unclear toxicity ??? unclear dangerousness,Length: up to 86.0 cm
Mountain Patchnose Snake,Salvadora grahamiae,unclear toxicity ??? unclear dangerousness,Length: up to 119.0 cm
Western Patchnose Snake,Salvadora hexalepis,unclear toxicity ??? unclear dangerousness,Length: up to 115.0 cm
Oaxacan Patchnose Snake,Salvadora intermedia,unclear toxicity ??? unclear dangerousness,Length: up to 102.0 cm
Pacific Patchnose Snake,Salvadora lemniscata,unclear toxicity ??? unclear dangerousness,Length: up to 161.0 cm
Mexican Patchnose Snake,Salvadora mexicana,unclear toxicity ??? unclear dangerousness,Length: up to 134.0 cm
Big Bend Patchnose Snake,Salvadora deserticola,unclear toxicity ??? unclear dangerousness,Length: up to 102.0 cm
Madagascar Tree Boa,Sanzinia madagascariensis,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: 40.0 to 250.0 cm
Madagascar Tree Boa,Sanzinia volontany,non-venomous ---,Length: unknown
Dunn's Saphenophis Snake,Saphenophis antioquiensis,unclear toxicity ??? unclear dangerousness,Length: up to 67.0 cm
Atahuallpa Saphenophis Snake,Saphenophis atahuallpae,unclear toxicity ??? unclear dangerousness,Length: up to 60.0 cm
Quito Smooth Ground Snake,Saphenophis boursieri,unclear toxicity ??? unclear dangerousness,Length: up to 60.0 cm
Saphenophis Snake,Saphenophis sneiderni,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Three Striped Smooth Ground Snake,Saphenophis tristriatus,unclear toxicity ??? unclear dangerousness,Length: up to 79.0 cm
Guatemala Neckband Snake,Scaphiodontophis annulatus,non-venomous ---,Length: up to 92.0 cm
Common Neckband Snake,Scaphiodontophis venustissimus,non-venomous ---,Length: up to 75.0 cm
African Shovel Nosed Snake,Scaphiophis albopunctatus,unclear toxicity ??? unclear dangerousness,Length: up to 161.0 cm
Ethiopian Hook Nosed Snake,Scaphiophis raffreyi,unclear toxicity ??? unclear dangerousness,Length: up to 148.0 cm
Black Banded Snake,Scolecophis atrocinctus,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Green Rat Snake,Senticolis triaspis,unclear toxicity ??? unclear dangerousness,Length: up to 130.0 cm
Pointed Snout Blind Snake,Siagonodon acutirostris,non-venomous ---,Length: unknown
Degerbol's Blind Snake,Siagonodon borrichianus,non-venomous ---,Length: unknown
Mato Grosso Blind Snake,Siagonodon cupinensis,non-venomous ---,Length: unknown
Seven Striped Blind Snake,Siagonodon septemstriatus,non-venomous ---,Length: up to 16.5 cm
Ringed Snail Sucker,Sibon annulatus,unclear toxicity ??? unclear dangerousness,Length: up to 56.0 cm
Cope's Snail Sucker,Sibon anthracops,unclear toxicity ??? unclear dangerousness,Length: up to 54.0 cm
Argus Snail Sucker,Sibon argus,unclear toxicity ??? unclear dangerousness,Length: up to 69.0 cm
Carr's Snail Sucker,Sibon carri,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Slender Snail Sucker,Sibon dimidiatus,unclear toxicity ??? unclear dangerousness,Length: up to 80.0 cm
Dunn's Snail Sucker,Sibon dunni,unclear toxicity ??? unclear dangerousness,Length: up to 39.0 cm
Costa Rican Snail Eater,Sibon lamari,unclear toxicity ??? unclear dangerousness,Length: up to 59.0 cm
Lined Snail Eater,Sibon linearis,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Stejneger's Snail Sucker,Sibon longifrenis,unclear toxicity ??? unclear dangerousness,Length: up to 62.0 cm
Northeast Honduran Snail Eater,Sibon manzanaresi,unclear toxicity ??? unclear dangerousness,Length: unknown
Merendón Mountains Snail Eater,Sibon merendonensis,unclear toxicity ??? unclear dangerousness,Length: unknown
Mosquitia Snail Eater,Sibon miskitus,unclear toxicity ??? unclear dangerousness,Length: up to 48.0 cm
Cloudy Snail Eating Snake,Sibon nebulatus,unclear toxicity ??? unclear dangerousness,Length: up to 83.0 cm
Fine Scaled Snail Eater,Sibon perissostichon,unclear toxicity ??? unclear dangerousness,Length: unknown
Pigmy Snail Sucker,Sibon sanniolus,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
West Panamanian Snail Eater,Sibon noalamina,unclear toxicity ??? unclear dangerousness,Length: unknown
Günther's Many Tooth Snake,Sibynophis bistrigatus,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
White Striped Snake,Sibynophis bivittatus,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Chinese Many Tooth Snake,Sibynophis chinensis,unclear toxicity ??? unclear dangerousness,Length: up to 72.0 cm
Common Many Tooth Snake,Sibynophis collaris,unclear toxicity ??? unclear dangerousness,Length: up to 85.0 cm
Boie's Many Tooth Snake,Sibynophis geminatus,unclear toxicity ??? unclear dangerousness,Length: up to 60.0 cm
Malayan Many Toothed Snake,Sibynophis melanocephalus,unclear toxicity ??? unclear dangerousness,Length: up to 80.0 cm
Cantor’s Black Headed Snake,Sibynophis sagittarius,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Black Headed Snake,Sibynophis subpunctatus,unclear toxicity ??? unclear dangerousness,Length: up to 47.0 cm
Triangulate Collared Snake,Sibynophis triangularis,unclear toxicity ??? unclear dangerousness,Length: up to 70.0 cm
Amethystine Python,Simalia amethistina,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 850.0 cm
Boelen's Python,Simalia boeleni,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 427.0 cm
Moluccan Python,Simalia clastolepis,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 380.0 cm
Kinghorn's Python,Simalia kinghorni,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: 65.0 to 850.0 cm
Tanimbar Python,Simalia nauta,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 240.0 cm
Oenpelli Python,Simalia oenpelliensis,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 457.0 cm
Halmahera Python,Simalia tracyae,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 400.0 cm
Sao Paulo False Coral Snake,Simophis rhinostoma,unclear toxicity ??? unclear dangerousness,Length: up to 102.0 cm
Desert Banded Snake,Simoselaps anomalus,venomous ?💀? unclear dangerousness,Length: up to 30.0 cm
Southern Desert Banded Snake,Simoselaps bertholdi,venomous ?💀? unclear dangerousness,Length: up to 33.0 cm
Western Black Naped Snake,Simoselaps bimaculatus,venomous ?💀? unclear dangerousness,Length: up to 45.0 cm
Coastal Burrowing Snake,Simoselaps littoralis,venomous ?💀? unclear dangerousness,Length: up to 40.0 cm
Dampierland Burrowing Snake,Simoselaps minimus,venomous ?💀? unclear dangerousness,Length: up to 22.0 cm
Hatori's Coral Snake,Sinomicrurus hatori,venomous 💀💀💀💀 very dangerous bite,Length: up to 98.0 cm
Japanese Coral Snake,Sinomicrurus japonicus,venomous 💀💀💀💀 very dangerous bite,Length: up to 80.0 cm
Kellogg's Coral Snake,Sinomicrurus kelloggi,venomous 💀💀💀💀 very dangerous bite,Length: up to 60.0 cm
MacClelland’s Coral Snake,Sinomicrurus macclellandi,venomous 💀💀💀💀 very dangerous bite,Length: up to 100.0 cm
Striped Coral Snake,Sinomicrurus sauteri,venomous 💀💀💀💀 very dangerous bite,Length: up to 98.0 cm
Panama Spotted Night Snake,Siphlophis cervinus,unclear toxicity ??? unclear dangerousness,Length: up to 130.0 cm
Tropical Flat Snake,Siphlophis compressus,unclear toxicity ??? unclear dangerousness,Length: up to 142.0 cm
Common Spotted Night Snake,Siphlophis leucocephalus,unclear toxicity ??? unclear dangerousness,Length: up to 90.0 cm
Brazilian Spotted Night Snake,Siphlophis longicaudatus,unclear toxicity ??? unclear dangerousness,Length: up to 92.0 cm
Guanabara Spotted Night Snake,Siphlophis pulcher,unclear toxicity ??? unclear dangerousness,Length: up to 93.0 cm
Worontzow's Spotted Night Snake,Siphlophis worontzowi,unclear toxicity ??? unclear dangerousness,Length: up to 89.0 cm
Devil’s Head Spotted Night Snake,Siphlophis ayauma,unclear toxicity ??? unclear dangerousness,Length: unknown
Massassauga,Sistrurus catenatus,venomous 💀💀💀 dangerous bite,Length: up to 100.0 cm
Pygmy Rattlesnake,Sistrurus miliarius,venomous 💀💀💀 dangerous bite,Length: 15.0 to 80.0 cm
Western Massasauga,Sistrurus tergeminus,venomous 💀💀💀 dangerous bite,Length: up to 88.0 cm
Brown Trapezoid Snake,Smithophis bicolor,unclear toxicity ??? unclear dangerousness,Length: up to 70.0 cm
Savage's Sand Snake,Sonora savagei,unclear toxicity ??? unclear dangerousness,Length: up to 27.0 cm
Variable Sand Snake,Sonora straminea,unclear toxicity ??? unclear dangerousness,Length: up to 27.0 cm
Western Shovelnose Snake,Sonora occipitalis,unclear toxicity ??? unclear dangerousness,Length: 10.0 to 43.0 cm
Sonoran Shovelnose Snake,Sonora palarostris,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Filetail Ground Snake,Sonora aemula,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Michoacán Ground Snake,Sonora michoacanensis,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Michoacán Ground Snake,Sonora mutabilis,unclear toxicity ??? unclear dangerousness,Length: unknown
Ground Snake,Sonora semiannulata,unclear toxicity ??? unclear dangerousness,Length: 10.0 to 48.0 cm
Colorado Desert Shovelnose Snake,Sonora annulatus,unclear toxicity ??? unclear dangerousness,Length: unknown
Dotted Brown Snake,Sordellina punctata,unclear toxicity ??? unclear dangerousness,Length: up to 59.0 cm
Red Spotted Diadem Snake,Spalerosophis arenarius,unclear toxicity ??? unclear dangerousness,Length: up to 128.0 cm
Black Headed Diadem Snake,Spalerosophis atriceps,unclear toxicity ??? unclear dangerousness,Length: up to 152.0 cm
Diadem Snake,Spalerosophis diadema,venomous ?💀? unclear dangerousness,Length: 25.0 to 200.0 cm
Werner's Diadem Snake,Spalerosophis dolichospilus,unclear toxicity ??? unclear dangerousness,Length: up to 150.0 cm
Scortecci's Diadem Snake,Spalerosophis josephscorteccii,unclear toxicity ??? unclear dangerousness,Length: up to 89.0 cm
Zebra Snake,Spalerosophis microlepis,unclear toxicity ??? unclear dangerousness,Length: up to 143.0 cm
Amazon Puffing Snake,Spilotes sulphureus,unclear toxicity ??? unclear dangerousness,Length: up to 303.0 cm
Chicken Snake,Spilotes pullatus,unclear toxicity ??? unclear dangerousness,Length: up to 360.0 cm
Batjan Frog Eating Snake,Stegonotus batjanensis,unclear toxicity ??? unclear dangerousness,Length: up to 165.0 cm
Borneo Frog Eating Snake,Stegonotus borneensis,unclear toxicity ??? unclear dangerousness,Length: up to 129.0 cm
Slatey Grey Snake,Stegonotus cucullatus,unclear toxicity ??? unclear dangerousness,Length: up to 200.0 cm
Diehl’s Little Ground Snake,Stegonotus diehli,unclear toxicity ??? unclear dangerousness,Length: up to 85.0 cm
Flores Ground Snake,Stegonotus florensis,unclear toxicity ??? unclear dangerousness,Length: up to 57.0 cm
Milne Bay Ground Snake,Stegonotus guentheri,unclear toxicity ??? unclear dangerousness,Length: up to 145.0 cm
Bismarck Ground Snake,Stegonotus heterurus,unclear toxicity ??? unclear dangerousness,Length: up to 120.0 cm
Northern New Guinea Ground Snake,Stegonotus modestus,unclear toxicity ??? unclear dangerousness,Length: up to 130.0 cm
Muller's Wolf Snake,Stegonotus muelleri,unclear toxicity ??? unclear dangerousness,Length: up to 205.0 cm
Common Ground Snake,Stegonotus parvus,unclear toxicity ??? unclear dangerousness,Length: up to 115.0 cm
Degenhardt's Scorpion Eating Snake,Stenorrhina degenhardtii,venomous ?💀? unclear dangerousness,Length: up to 85.0 cm
Blood Snake,Stenorrhina freminvillei,venomous 💀💀 harmful bite,Length: up to 66.0 cm
Ningshaan Kukri Snake,Stichophanes ningshaanensis,unclear toxicity ??? unclear dangerousness,Length: up to 62.0 cm
Borneo Red Snake,Stoliczkia borneensis,non-venomous ---,Length: up to 100.0 cm
Khase Red Snake,Stoliczkia khasiensis,non-venomous ---,Length: up to 80.0 cm
Dekay's Brown Snake,Storeria dekayi,unclear toxicity ??? unclear dangerousness,Length: up to 53.0 cm
Mexican Yellowbelly Brown Snake,Storeria hidalgoensis,unclear toxicity ??? unclear dangerousness,Length: up to 28.0 cm
Redbelly Snake,Storeria occipitomaculata,unclear toxicity ??? unclear dangerousness,Length: 8.0 to 41.0 cm
Mexican Brown Snake,Storeria storerioides,unclear toxicity ??? unclear dangerousness,Length: 11.5 to 34.0 cm
Florida Brown Snake,Storeria victa,unclear toxicity ??? unclear dangerousness,Length: unknown
Bocourt's Water Snake,Subsessor bocourti,venomous 💀💀 harmful bite,Length: 22.0 to 123.0 cm
Sumatran Mud Snake,Sumatranus albomaculata,venomous 💀💀 harmful bite,Length: up to 75.0 cm
Southern New Guinea Blind Snake,Sundatyphlops polygrammicus,non-venomous ---,Length: up to 51.0 cm
Variable Black Naped Snake,Suta dwyeri,venomous 💀💀💀 dangerous bite,Length: up to 56.0 cm
Rosen's Snake,Suta fasciata,venomous 💀💀💀 dangerous bite,Length: up to 63.0 cm
Little Whip Snake,Suta flagellum,venomous 💀💀💀 dangerous bite,Length: up to 43.0 cm
Black Headed Snake,Suta gouldii,venomous 💀💀💀 dangerous bite,Length: up to 60.0 cm
Hooded Snake,Suta monachus,venomous 💀💀💀 dangerous bite,Length: up to 53.0 cm
Mallee Black Backed Snake,Suta nigriceps,venomous 💀💀💀 dangerous bite,Length: up to 60.0 cm
Ord Curl Snake,Suta ordensis,venomous 💀💀💀 dangerous bite,Length: up to 75.0 cm
Little Spotted Snake,Suta punctata,venomous 💀💀 harmful bite,Length: up to 65.0 cm
Spectacled Hooded Snake,Suta spectabilis,venomous 💀💀💀 dangerous bite,Length: up to 50.0 cm
Curl Snake,Suta suta,venomous 💀💀💀 dangerous bite,Length: 15.0 to 90.0 cm
Mexican White Lipped Snake,Symphimus leucostomus,unclear toxicity ??? unclear dangerousness,Length: up to 81.0 cm
Yucatán White Lipped Snake,Symphimus mayae,unclear toxicity ??? unclear dangerousness,Length: up to 89.0 cm
Mexican Short Tail Snake,Sympholis lippiens,unclear toxicity ??? unclear dangerousness,Length: up to 55.0 cm
Two Colored Fishing Snake,Synophis bicolor,unclear toxicity ??? unclear dangerousness,Length: up to 77.0 cm
Ecuadorian Fishing Snake,Synophis calamitus,unclear toxicity ??? unclear dangerousness,Length: up to 22.0 cm
Lasalle's Fishing Snake,Synophis lasallei,unclear toxicity ??? unclear dangerousness,Length: up to 56.0 cm
Cauca Fishing Snake,Synophis plectovertebralis,unclear toxicity ??? unclear dangerousness,Length: up to 33.0 cm
Bogert's Fishing Snake,Synophis bogerti,unclear toxicity ??? unclear dangerousness,Length: unknown
Mountain Shadow Snake,Synophis insulomontanus,unclear toxicity ??? unclear dangerousness,Length: unknown
Nicéforo María's Shadow Snake,Synophis niceforomariae,unclear toxicity ??? unclear dangerousness,Length: unknown
Zaher's Shadow Snake,Synophis zaheri,unclear toxicity ??? unclear dangerousness,Length: unknown
Zamoran Shadow Snake,Synophis zamora,unclear toxicity ??? unclear dangerousness,Length: unknown
Boulenger's Slender Snake,Tachymenis affinis,venomous 💀💀💀 dangerous bite,Length: up to 53.0 cm
Walker's Slender Snake,Tachymenis attenuata,venomous 💀💀💀 dangerous bite,Length: up to 66.0 cm
Chilean Slender Snake,Tachymenis chilensis,venomous 💀💀💀 dangerous bite,Length: up to 60.0 cm
Depax's Slender Snake,Tachymenis elongata,venomous 💀💀💀 dangerous bite,Length: up to 45.0 cm
Peru Slender Snake,Tachymenis peruviana,venomous 💀💀💀 dangerous bite,Length: up to 66.0 cm
